titulo,tipo_principal,tipo_detalhado,gravidade,validado,tipo_corrigido,observacoes
Família identifica corpo de homem encontrado esquartejado no Jorge Teixeira,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Violência Doméstica: homem é preso após agredir esposa e morder o filho em Manaus,Agressão Doméstica,Violência doméstica com lesão corporal,alta,NA,Agressão Doméstica,NA
Polícia desarticula laboratório de droga na zona norte de Manaus; traficantes fugiram do local,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Sine Amazonas divulga 354 vagas de emprego para esta terça-feira,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem esquartejado é achado em sacolas na zona Leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Borba, PC-AM prende homem e apreende menor por abusar sexualmente de adolescente",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"PC-AM divulga imagem de procurado por tentativa de estupro e lesão corporal contra idosa, em Uarini",Estupro,Estupro consumado,extrema,NA,Estupro,NA
"Polícia procura por homem suspeito de tráfico de drogas e associação para o tráfico, em Borba",Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Homem é preso suspeito de esfaquear pessoa pelas costas em Fonte Boa,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Trio é preso ao tentar arremessar drogas, bebidas e celulares para dentro de presídio em Coari",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Ex-marido é suspeito de duplo homícidio cometido na frente dos filhos da ex-companheira,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
População amarra e espanca homem suspeito de roubos no bairro Vila da Prata,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Casal é morto a tiros no Novo Aleixo; suspeito fugiu,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem é preso por estupro durante fiscalização na zona Leste,Estupro,Estupro consumado,extrema,NA,Estupro,NA
Filho planejava realizar empréstimo bancário em nome do pai idoso morto,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem é detido por circular com pai morto em cadeira de rodas no Centro,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem é preso no Jorge Teixeira por agredir a companheira e a mãe,Agressão Doméstica,Violência doméstica com lesão corporal,alta,NA,Agressão Doméstica,NA
"PC-AM prende homem por injúria, ameaça e perseguição contra a ex-companheira",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia prende homem que agrediu e injuriou a ex-companheira grávida,Agressão Doméstica,Violência doméstica com lesão corporal,alta,NA,Agressão Doméstica,NA
"Polícia prende homem que agrediu fisicamente e ameaçou a companheira, na zona Leste de Manaus",Agressão Doméstica,Violência doméstica com lesão corporal,alta,NA,Agressão Doméstica,NA
Dupla é presa ao ser flagrada com pasta base de cocaína e maconha em Maraã,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Corpo de idoso é encontrado em área de mata no porto São Raimundo na zona Oeste,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Traficante fugitivo da polícia é capturado na zona leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Barbeiro é preso por estuprar enteado de 7 anos após a morte da mãe da criança,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia prende mulher por tráfico em banca de camelô no Centro,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Polícia Civil prende homem condenado a 15 anos de reclusão por estupro de vulnerável,Estupro,Estupro consumado,extrema,NA,Estupro,NA
"Em São Gabriel da Cachoeira, homem é preso por violência doméstica e posse irregular de arma de fogo",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Parintins, homem é preso suspeito de estuprar menina de 12 anos",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso suspeito de participação em furto de loja no Centro de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Suspeito de tentativa de feminicídio, ameaça e injúria é preso em Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Traficante foge da polícia e abandona na rua uma bolsa com droga e outros itens,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
'Programa' termina em roubo: casal é preso com drogas e arma falsa,Roubo à Mão Armada,Roubo com uso de arma de fogo,muito alta,NA,Roubo à Mão Armada,NA
"Após briga, homem é assassinato com pedaço de madeira em rua da Cidade Nova",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Execução: homem é encontrado morto com marcas de tiros na cabeça na zona norte de Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem é preso por violação de domicílio e violência doméstica em Santa Isabel do Rio Negro,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil desarticula grupo suspeito de roubo de celulares em Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Polícia prende homem com pasta base de cocaína em São Paulo de Olivença,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Manaus, Polícia Civil prende foragido do Acre por lesão corporal contra a companheira",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é procurado por aplicar golpes e causar prejuízo de R$ 200 mil,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem morre após explosão de draga utilizada em garimpo ilegal,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Corpo é encontrado boiando em igarapé no Centro de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Corpo de homem é encontrado boiando em igarapé no Centro de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Polícia prende homem por estupro, sequestro e cárcere privado em São Gabriel da Cachoeira",Estupro,Estupro consumado,extrema,NA,Estupro,NA
"Em São Gabriel da Cachoeira, homem é preso por lesão corporal contra companheira",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Após denúncia anônima, polícia localiza casa na zona Leste usada para embalar drogas",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso em flagrante com arma de fogo e munições no Parque São Pedro,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Granada de 40mm é encontrada em área de mata frequentada por traficantes no Tarumã,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Avô que estuprava as netas é preso; uma era drogada antes dos abusos sexuais,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Operação Lousa Negra desarticula quadrilha que aplicava golpes em professores da rede pública,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia prende homem que assassinou MC Thiago Braga,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Homem de 19 anos é preso por agredir e ameaçar a própria mãe, que está com câncer",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Tentativa de homicídio em escola: professor que atacou diretor vai passar por audiência de custódia,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia deflaga operação e desarticula organizações criminosas ligadas ao tráfico de drogas em Borba,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Justiça do Rio de Janeiro revoga prisão do MC Poze do Rodo,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Professor é preso após tentar matar gestor de escola em comunidade de Manacapuru,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Foragido da Justiça do Pará por homicídio é preso na Zona Leste de Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Mulheres são presas ao tentarem embarcar em voo levando drogas no corpo,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Presidente da Câmara de Santa Izabel do Rio Negro é preso suspeito de torturar enteado,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Prefeito diz que assalto à UBS em construção foi motivado por políticos,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Dois homens são presos por ameaçarem suas esposas; os dois crimes aconteceram na Compensa,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia apreende três toneladas de drogas em Manacapuru; dois traficantes morreram,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil divulga imagem de seis pessoas procuradas por tráfico de drogas em Borba,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
"Em São Gabriel da Cachoeira, mulher é presa por desacato e abandono de incapaz",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
