data_publicacao,portal,titulo,url,categoria_atual,tipo_principal_atual,gravidade_atual,tipo_sugerido_ml,prob_tipo_ml,tipo_corrigido,categoria_corrigida,gravidade_corrigida,validado,observacoes
2025-05-26,acritica,Operação Ágata 2025 combate garimpos ilegais na Amazônia,https://www.acritica.com/policia/operac-o-agata-2025-combate-garimpos-ilegais-na-amazonia-1.373400,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-25,acritica,Operação policial apreende 10 quilos de drogas escondidos em caixa térmica com pacotes de açaí,https://www.acritica.com/policia/operac-o-policial-apreende-10-quilos-de-drogas-escondidos-em-caixa-termica-com-pacotes-de-acai-1.373339,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-24,acritica,Polícia apreende 3kg de maconha em abordagem no Porto de Manaus,https://www.acritica.com/policia/policia-apreende-3kg-de-maconha-em-abordagem-no-porto-de-manaus-1.373254,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-23,acritica,"Polícia procura por homem suspeito de ameaça e perseguição contra ex-companheira, em Manaus",https://www.acritica.com/policia/policia-procura-por-homem-suspeito-de-ameaca-e-perseguic-o-contra-ex-companheira-em-manaus-1.373233,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-23,acritica,Jovem de 18 anos é preso por furto em ônibus na zona norte de Manaus,https://www.acritica.com/policia/jovem-de-18-anos-e-preso-por-furto-em-onibus-na-zona-norte-de-manaus-1.373175,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-23,acritica,Polícia Civil apreende 1 tonelada de drogas em “caleta submarina” de embarcação no interior do AM,https://www.acritica.com/policia/policia-civil-apreende-1-tonelada-de-drogas-em-caleta-submarina-de-embarcac-o-no-interior-do-am-1.373160,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-23,acritica,"Polícia prende homem por pesca ilegal de 365 quilos de pirarucu, em Amaturá",https://www.acritica.com/policia/policia-prende-homem-por-pesca-ilegal-de-365-quilos-de-pirarucu-em-amatura-1.373153,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-22,acritica,Três homens são presos por tentativa de feminicídio contra prima em Nova Olinda do Norte,https://www.acritica.com/policia/tres-homens-s-o-presos-por-tentativa-de-feminicidio-contra-prima-em-nova-olinda-do-norte-1.373120,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-22,acritica,Mais de uma tonelada de haxixe é apreendida dentro de 'submarino' em Manacapuru,https://www.acritica.com/policia/mais-de-uma-tonelada-de-haxixe-e-apreendida-dentro-de-submarino-em-manacapuru-1.373116,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-22,acritica,Polícia prende dois homens por inadimplência de pensão alimentícia em São Gabriel da Cachoeira,https://www.acritica.com/policia/policia-prende-dois-homens-por-inadimplencia-de-pens-o-alimenticia-em-s-o-gabriel-da-cachoeira-1.373108,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-22,acritica,Enfermeira envolvida com falsa médica será indiciada por crime de organização criminosa,https://www.acritica.com/policia/enfermeira-envolvida-com-falsa-medica-sera-indiciada-por-crime-de-organizac-o-criminosa-1.373081,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-22,acritica,Polícia apreende mais de 150 kg de cocaína escondidos em parede falsa de embarcação de luxo,https://www.acritica.com/policia/policia-apreende-mais-de-150-kg-de-cocaina-escondidos-em-parede-falsa-de-embarcac-o-de-luxo-1.373079,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-22,acritica,Suspeitos são presos em Iranduba após furto de eletrônicos em casa na zona Leste de Manaus,https://www.acritica.com/policia/suspeitos-s-o-presos-em-iranduba-apos-furto-de-eletronicos-em-casa-na-zona-leste-de-manaus-1.373053,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-21,acritica,"Professor é preso suspeito de crime sexuais cometidos contra estudante de 15 anos, em Boca do Acre",https://www.acritica.com/policia/professor-e-preso-suspeito-de-crime-sexuais-cometidos-contra-estudante-de-15-anos-em-boca-do-acre-1.373021,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-21,acritica,PM desarticula boca de fumo na Vila da Prata e prende dois homens em flagrante,https://www.acritica.com/policia/pm-desarticula-boca-de-fumo-na-vila-da-prata-e-prende-dois-homens-em-flagrante-1.372969,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-21,acritica,"Empresários de Manaus são presos no aeroporto de Brasília com R$ 1,2 milhão em espécie",https://www.acritica.com/policia/empresarios-de-manaus-s-o-presos-no-aeroporto-de-brasilia-com-r-1-2-milh-o-em-especie-1.372963,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-20,acritica,Polícia prende homem envolvido em furto qualificado de motocicletas em Manaus,https://www.acritica.com/policia/policia-prende-homem-envolvido-em-furto-qualificado-de-motocicletas-em-manaus-1.372940,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-20,acritica,Polícia Federal abre concurso para preenchimento de mil vagas em cinco cargos,https://www.acritica.com/policia/policia-federal-abre-concurso-para-preenchimento-de-mil-vagas-em-cinco-cargos-1.372938,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-20,acritica,"Justiça mantem prisão preventiva de jovem que fingia ser médica, em Manaus",https://www.acritica.com/policia/justica-mantem-pris-o-preventiva-de-jovem-que-fingia-ser-medica-em-manaus-1.372936,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-20,acritica,"Idoso é preso suspeito de estuprar a neta de 10 anos, em Parintins",https://www.acritica.com/policia/idoso-e-preso-suspeito-de-estuprar-a-neta-de-10-anos-em-parintins-1.372930,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-20,acritica,Assaltantes usam submetralhadora em ataque a ônibus na zona Leste de Manaus,https://www.acritica.com/policia/assaltantes-usam-submetralhadora-em-ataque-a-onibus-na-zona-leste-de-manaus-1.372923,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-20,acritica,Suspeitos de garimpo são presos e dragas apreendidas durante a Operação Ágata Amazônia,https://www.acritica.com/policia/suspeitos-de-garimpo-s-o-presos-e-dragas-apreendidas-durante-a-operac-o-agata-amazonia-1.372921,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-20,acritica,Trio suspeito de roubar até 20 celulares por dia é preso na zona Norte de Manaus,https://www.acritica.com/policia/trio-suspeito-de-roubar-ate-20-celulares-por-dia-e-preso-na-zona-norte-de-manaus-1.372911,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-20,acritica,Homem é preso por descumprir medida protetiva contra a ex no bairro Cidade de Deus,https://www.acritica.com/policia/homem-e-preso-por-descumprir-medida-protetiva-contra-a-ex-no-bairro-cidade-de-deus-1.372909,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-20,acritica,Homem que vendia e desbloqueava celulares roubados é preso em Manaus,https://www.acritica.com/policia/homem-que-vendia-e-desbloqueava-celulares-roubados-e-preso-em-manaus-1.372888,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-20,acritica,Receita apreende 97 kg de droga no Aeroporto de Manaus; funcionário de empresa aérea é investigado,https://www.acritica.com/policia/receita-apreende-97-kg-de-droga-no-aeroporto-de-manaus-funcionario-de-empresa-aerea-e-investigado-1.372880,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-19,acritica,Universidade desmente vínculo de falsa médica com a instituição,https://www.acritica.com/policia/universidade-desmente-vinculo-de-falsa-medica-com-a-instituic-o-1.372848,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-19,acritica,"“Ganhou a confiança para aplicar golpes até em crianças doentes”, diz delegado sobre falsa médica",https://www.acritica.com/policia/ganhou-a-confianca-para-aplicar-golpes-ate-em-criancas-doentes-diz-delegado-sobre-falsa-medica-1.372843,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-19,acritica,Polícia prende homem por descumprimento de medida protetiva contra a mãe em Carauari,https://www.acritica.com/policia/policia-prende-homem-por-descumprimento-de-medida-protetiva-contra-a-m-e-em-carauari-1.372838,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-19,acritica,"Falsa médica é presa em Manaus após atender crianças com problemas cardíacos, incluindo autistas",https://www.acritica.com/policia/falsa-medica-e-presa-em-manaus-apos-atender-criancas-com-problemas-cardiacos-incluindo-autistas-1.372831,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-19,acritica,Traficante é preso com 240kg de drogas escondidos em seis sacas de fibra em Iranduba,https://www.acritica.com/policia/traficante-e-preso-com-240kg-de-drogas-escondidos-em-seis-sacas-de-fibra-em-iranduba-1.372801,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-19,acritica,Polícia divulga imagem pedreiro que aplicou golpe de mais de R$ 17 mil em cliente,https://www.acritica.com/policia/policia-divulga-imagem-pedreiro-que-aplicou-golpe-de-mais-de-r-17-mil-em-cliente-1.372793,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-18,acritica,Vítima de atropelamento morre na hora e motorista foge em Manaus,https://www.acritica.com/policia/vitima-de-atropelamento-morre-na-hora-e-motorista-foge-em-manaus-1.372744,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-17,acritica,Polícia Militar apreende 73kg de oxi escondidos em casebre no Tarumã,https://www.acritica.com/policia/policia-militar-apreende-73kg-de-oxi-escondidos-em-casebre-no-tarum-1.372708,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-16,acritica,"Em Anori, homem é preso por furto de sete pacotes de picanha",https://www.acritica.com/policia/em-anori-homem-e-preso-por-furto-de-sete-pacotes-de-picanha-1.372597,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-16,acritica,Corpo é encontrado com mãos e pés amarrados em área de mata da Zona Norte de Manaus,https://www.acritica.com/policia/corpo-e-encontrado-com-m-os-e-pes-amarrados-em-area-de-mata-da-zona-norte-de-manaus-1.372578,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-16,acritica,Idosa morre após ser empurrada e atropelada na Zona Leste de Manaus,https://www.acritica.com/policia/idosa-morre-apos-ser-empurrada-e-atropelada-na-zona-leste-de-manaus-1.372570,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-16,acritica,Justiça revoga liberdade e prende novamente policial por porte de armas de guerra em Manaus,https://www.acritica.com/policia/justica-revoga-liberdade-e-prende-novamente-policial-por-porte-de-armas-de-guerra-em-manaus-1.372562,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-16,acritica,Homem é preso em Jutaí com mala contendo drogas avaliadas em R$400 mil,https://www.acritica.com/policia/homem-e-preso-em-jutai-com-mala-contendo-drogas-avaliadas-em-r-400-mil-1.372560,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-15,acritica,Polícia Civil prende homem por injúria e ameaça contra sua ex-companheira,https://www.acritica.com/policia/policia-civil-prende-homem-por-injuria-e-ameaca-contra-sua-ex-companheira-1.372537,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-15,acritica,MEC divulga lista de espera das vagas remanescentes do Fies,https://www.acritica.com/policia/mec-divulga-lista-de-espera-das-vagas-remanescentes-do-fies-1.372512,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-15,acritica,PF cumpre mandados de busca e apreensão em endereços ligados a esquema de migração ilegal,https://www.acritica.com/policia/pf-cumpre-mandados-de-busca-e-apreens-o-em-enderecos-ligados-a-esquema-de-migrac-o-ilegal-1.372508,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-15,acritica,Influencer e Miss Amazonas diz ter sido vítima de agressão e violência psicologica cometidas pelo ex,https://www.acritica.com/policia/influencer-e-miss-amazonas-diz-ter-sido-vitima-de-agress-o-e-violencia-psicologica-cometidas-pelo-ex-1.372506,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-15,acritica,"Dia ""D"" da Operação Caminhos Seguros prende 34 pessoas em Manaus e no interior do AM",https://www.acritica.com/policia/dia-d-da-operac-o-caminhos-seguros-prende-34-pessoas-em-manaus-e-no-interior-do-am-1.372493,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-15,acritica,Justiça decreta prisão preventiva de policial militar preso com metralhadoras de guerras em Manaus,https://www.acritica.com/policia/justica-decreta-pris-o-preventiva-de-policial-militar-preso-com-metralhadoras-de-guerras-em-manaus-1.372491,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-15,acritica,"Após perseguição, traficantes conseguem fugir da polícia nadando pelo rio na orla da feira da Panair",https://www.acritica.com/policia/apos-perseguic-o-traficantes-conseguem-fugir-da-policia-nadando-pelo-rio-na-orla-da-feira-da-panair-1.372477,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-15,acritica,"Polícia Civil apreende mais de 200 quilos de cocaína avaliados em R$ 6,3 milhões em Manaus",https://www.acritica.com/policia/policia-civil-apreende-mais-de-200-quilos-de-cocaina-avaliados-em-r-6-3-milh-es-em-manaus-1.372472,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-14,acritica,"Polícia Federal apreende 44kg de entorpecentes, em PF apreende 44kg de entorpecentes",https://www.acritica.com/policia/policia-federal-apreende-44kg-de-entorpecentes-em-pf-apreende-44kg-de-entorpecentes-1.372439,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-14,acritica,Polícia prende homem em flagrante por lesão corporal contra ex-companheira no bairro Cidade Nova,https://www.acritica.com/policia/policia-prende-homem-em-flagrante-por-les-o-corporal-contra-ex-companheira-no-bairro-cidade-nova-1.372429,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-14,acritica,Casal é preso por extorsão de mulheres no interior do Amazonas,https://www.acritica.com/policia/casal-e-preso-por-extors-o-de-mulheres-no-interior-do-amazonas-1.372386,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-14,acritica,PM apreende droga avaliada em mais de R$ 400 mil em embarcação no interior do AM,https://www.acritica.com/policia/pm-apreende-droga-avaliada-em-mais-de-r-400-mil-em-embarcac-o-no-interior-do-am-1.372378,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-14,acritica,Mulher de 19 anos é presa comandando boca de fumo no Jorge Teixeira,https://www.acritica.com/policia/mulher-de-19-anos-e-presa-comandando-boca-de-fumo-no-jorge-teixeira-1.372369,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-14,acritica,PF combate crimes de abuso e exploração sexual infantil em Manaus,https://www.acritica.com/policia/pf-combate-crimes-de-abuso-e-explorac-o-sexual-infantil-em-manaus-1.372363,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-13,acritica,Polícia procura por homem suspeito de importunação sexual de crianças e mulheres em Humaitá,https://www.acritica.com/policia/policia-procura-por-homem-suspeito-de-importunac-o-sexual-de-criancas-e-mulheres-em-humaita-1.372321,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-13,acritica,Criminoso de alta periculosidade fugitivo por diversos crimes é recapturado em Manaus,https://www.acritica.com/policia/criminoso-de-alta-periculosidade-fugitivo-por-diversos-crimes-e-recapturado-em-manaus-1.372274,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-12,acritica,Homem é preso por aplicar golpe financeiro contra idoso de 75 no interior do AM,https://www.acritica.com/policia/homem-e-preso-por-aplicar-golpe-financeiro-contra-idoso-de-75-no-interior-do-am-1.372169,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-12,acritica,Médico é preso em motel na zona Leste de Manaus com menina de 15 anos,https://www.acritica.com/policia/medico-e-preso-em-motel-na-zona-leste-de-manaus-com-menina-de-15-anos-1.372154,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-11,acritica,"Mãe é presa por ameaça e agressão contra próprias filhas, em Lábrea",https://www.acritica.com/policia/m-e-e-presa-por-ameaca-e-agress-o-contra-proprias-filhas-em-labrea-1.372118,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-11,acritica,Médico é preso em flagrante por suspeita de exploração sexual de adolescente em pousada de Manaus,https://www.acritica.com/policia/medico-e-preso-em-flagrante-por-suspeita-de-explorac-o-sexual-de-adolescente-em-pousada-de-manaus-1.372101,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-10,acritica,Quatro suspeitos são presos e adolescente é apreendido com armas e drogas,https://www.acritica.com/policia/quatro-suspeitos-s-o-presos-e-adolescente-e-apreendido-com-armas-e-drogas-1.371989,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-10,acritica,Trinta e oito condutores são presos por abuso de bebida alcoólica e direção,https://www.acritica.com/policia/trinta-e-oito-condutores-s-o-presos-por-abuso-de-bebida-alcoolica-e-direc-o-1.371975,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-10,acritica,Sete animais silvestres são resgatados de exploração turística ilegal no Iranduba (AM),https://www.acritica.com/policia/sete-animais-silvestres-s-o-resgatados-de-explorac-o-turistica-ilegal-no-iranduba-am-1.371955,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-09,acritica,"Em Santo Antônio do Içá, Polícia prende homem por favorecimento a prostituição da própria filha",https://www.acritica.com/policia/em-santo-antonio-do-ica-policia-prende-homem-por-favorecimento-a-prostituic-o-da-propria-filha-1.371908,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-09,acritica,Polícia prende homem que colocou celular em banheiro para filmar colegas de trabalho,https://www.acritica.com/policia/policia-prende-homem-que-colocou-celular-em-banheiro-para-filmar-colegas-de-trabalho-1.371879,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-09,acritica,Dupla é presa com droga em porto privatizado no Centro de Manaus,https://www.acritica.com/policia/dupla-e-presa-com-droga-em-porto-privatizado-no-centro-de-manaus-1.371875,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-08,acritica,"Mulher é presa em flagrante por oferecer bebida alcólica para filho menor de idade, em Nhamundá",https://www.acritica.com/policia/mulher-e-presa-em-flagrante-por-oferecer-bebida-alcolica-para-filho-menor-de-idade-em-nhamunda-1.371832,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-08,acritica,"Mulher grávida morre em acidente na rodovia AM-070, em Manacapuru",https://www.acritica.com/policia/mulher-gravida-morre-em-acidente-na-rodovia-am-070-em-manacapuru-1.371826,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-08,acritica,"Aeronave de pequeno porte colide com árvores e cai no Rio Andirá em Barreirinha, interior do AM",https://www.acritica.com/policia/aeronave-de-pequeno-porte-colide-com-arvores-e-cai-no-rio-andira-em-barreirinha-interior-do-am-1.371799,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-08,acritica,Boca de fumo é desarticulada no Cacau Pireira e traficante é preso com drogas,https://www.acritica.com/policia/boca-de-fumo-e-desarticulada-no-cacau-pireira-e-traficante-e-preso-com-drogas-1.371790,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-08,acritica,Adolescente de 17 anos é apreendido com drogas escondidas em cesta básica no interior do AM,https://www.acritica.com/policia/adolescente-de-17-anos-e-apreendido-com-drogas-escondidas-em-cesta-basica-no-interior-do-am-1.371777,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-08,acritica,Sargento da PM é detido após invadir condomínio e agredir investigadora da Polícia Civil,https://www.acritica.com/policia/sargento-da-pm-e-detido-apos-invadir-condominio-e-agredir-investigadora-da-policia-civil-1.371769,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-08,acritica,Corpo de homem é encontrado amarrado e com marcas de tiros de pistola no Tarumã,https://www.acritica.com/policia/corpo-de-homem-e-encontrado-amarrado-e-com-marcas-de-tiros-de-pistola-no-tarum-1.371767,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-07,acritica,"Polícia Federal conclui investigação referente ao Massacre do Rio Abacaxis, no interior do Amazonas",https://www.acritica.com/policia/policia-federal-conclui-investigac-o-referente-ao-massacre-do-rio-abacaxis-no-interior-do-amazonas-1.371752,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-07,acritica,"Homem é preso suspeito de estuprar a própria sobrinha, de 11 anos, em Parintins",https://www.acritica.com/policia/homem-e-preso-suspeito-de-estuprar-a-propria-sobrinha-de-11-anos-em-parintins-1.371735,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-07,acritica,PC divulga imagem de homem procurado por tentativa de feminicídio contra companheira em Itacoatiara,https://www.acritica.com/policia/pc-divulga-imagem-de-homem-procurado-por-tentativa-de-feminicidio-contra-companheira-em-itacoatiara-1.371733,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-07,acritica,Quatro mulheres são presas ao tentar furtar TV de 32 polegadas em loja do Centro de Manaus,https://www.acritica.com/policia/quatro-mulheres-s-o-presas-ao-tentar-furtar-tv-de-32-polegadas-em-loja-do-centro-de-manaus-1.371719,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-07,acritica,'Lukinha' é preso após surgir em vídeo raspando os cabelos da ex-companheira por vingança,https://www.acritica.com/policia/lukinha-e-preso-apos-surgir-em-video-raspando-os-cabelos-da-ex-companheira-por-vinganca-1.371711,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-07,acritica,"Homem é resgatado de ""tribunal do crime"" por policiais na zona Norte de Manaus",https://www.acritica.com/policia/homem-e-resgatado-de-tribunal-do-crime-por-policiais-na-zona-norte-de-manaus-1.371699,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-07,acritica,Violência doméstica: menino de 16 anos é apreendido após agredir a própria mãe,https://www.acritica.com/policia/violencia-domestica-menino-de-16-anos-e-apreendido-apos-agredir-a-propria-m-e-1.371692,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-07,acritica,Polícia apreende 200 kg de maconha escondidos em ilha no meio do rio Negro; ninguém foi preso,https://www.acritica.com/policia/policia-apreende-200-kg-de-maconha-escondidos-em-ilha-no-meio-do-rio-negro-ninguem-foi-preso-1.371690,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-07,acritica,Polícia prende homem por abandono e maus-tratos contra a sua irmã com deficiência no interior do AM,https://www.acritica.com/policia/policia-prende-homem-por-abandono-e-maus-tratos-contra-a-sua-irm-com-deficiencia-no-interior-do-am-1.371685,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-06,acritica,Traficante é preso pela PF transportando 9 kg de droga escondidos em macaxeiras,https://www.acritica.com/policia/traficante-e-preso-pela-pf-transportando-9-kg-de-droga-escondidos-em-macaxeiras-1.371617,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-06,acritica,"Colisão violenta entre Hilux e Corsa deixa cinco feridos na AM-010, em Itacoatiara",https://www.acritica.com/policia/colis-o-violenta-entre-hilux-e-corsa-deixa-cinco-feridos-na-am-010-em-itacoatiara-1.371608,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-06,acritica,'Careca' é preso suspeito se passar por servidor da Sefaz e da Receita Federal para aplicar golpes,https://www.acritica.com/policia/careca-e-preso-suspeito-se-passar-por-servidor-da-sefaz-e-da-receita-federal-para-aplicar-golpes-1.371581,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-06,acritica,"Nigeriano é preso suspeito de transportar drogas avaliadas em mais de R$ 4 milhões, em Manaus",https://www.acritica.com/policia/nigeriano-e-preso-suspeito-de-transportar-drogas-avaliadas-em-mais-de-r-4-milh-es-em-manaus-1.371579,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
2025-05-06,acritica,Adolescente é apreendido por guardar arsenal de armas de fogo na zona Leste de Manaus,https://www.acritica.com/policia/adolescente-e-apreendido-por-guardar-arsenal-de-armas-de-fogo-na-zona-leste-de-manaus-1.371563,Outros,Não classificado com precisão,indefinida,NA,NA,Não classificado com precisão,Outros,indefinida,NA,NA
